pole_id,bus,feeder,bus_type,phase_count,phase_type,pole_height_ft,pole_height_m,longitude,latitude,depth_in_tree,parent_bus,parent_pole_id,span_ft_to_parent,span_m_to_parent,spacing_template
P1429,n1141473,S3,n,1,1-phase,35,10.67,-119.234297,46.68858808,8,m1026662,P1425,45.7,13.93,1ph-4_acsrxx4_acsr_A
P1430,l3141411,S3,l,1,1-phase,35,10.67,-119.2382133,46.68731644,9,221-240988,,134.8,41.09,1p_1/0_axnj_db_C
P1431,m3036170,S3,m,3,3-phase,40,12.19,-119.2336658,46.68952622,9,m1026670,P1426,53.4,16.28,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1432,l3141402,S3,l,1,1-phase,35,10.67,-119.2343125,46.69100284,9,n1140831,P1427,400.8,122.16,1ph-xx4_wpal4_wpal_C
P1433,l2841631,S3,l,1,1-phase,35,10.67,-119.2347349,46.68913544,9,n1140832,P1428,85.7,26.12,1ph-xx2_acsr2_acsr_C
P1434,l3216350,S3,l,1,1-phase,35,10.67,-119.2342742,46.68799888,9,n1141473,P1429,135.3,41.24,1ph-4_acsrxx4_acsr_A
P1435,l2691952,S3,l,3,3-phase,40,12.19,-119.2336391,46.68954794,10,m3036170,P1431,7.2,2.19,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1436,l3197642,S3,l,1,1-phase,35,10.67,-119.2332475,46.68887518,10,m3036170,P1431,169.6,51.69,1ph-xx4_acsr4_acsr_C
P1437,l3048221,S3,l,3,3-phase,40,12.19,-119.2317572,46.69095422,13,d5835167-6_int,,223.4,68.09,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1438,m1026681,S3,m,3,3-phase,40,12.19,-119.2309338,46.6915688,14,l3048221,P1437,211.6,64.5,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1439,l3047060,S3,l,3,3-phase,40,12.19,-119.2325867,46.69217484,14,l3048221,P1437,266.6,81.26,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1440,l3047059,S3,l,3,3-phase,40,12.19,-119.233631,46.69348162,15,l3047060,P1439,0.0,0.0,
P1441,l2879078,S3,l,3,3-phase,40,12.19,-119.2301729,46.69213664,16,d6108145-1_int,,0.0,0.0,
P1442,l3047058,S3,l,3,3-phase,40,12.19,-119.2343615,46.69491544,16,l3047059,P1440,495.1,150.91,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1443,m1026690,S3,m,3,3-phase,40,12.19,-119.2289441,46.69305636,17,l2879078,P1441,316.2,96.38,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1444,m1026732,S3,m,3,3-phase,40,12.19,-119.2347855,46.6960205,17,l3047058,P1442,266.4,81.2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1445,m1026697,S3,m,3,3-phase,40,12.19,-119.2281469,46.69363848,18,m1026690,P1443,202.9,61.84,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1446,n1140830,S3,n,1,1-phase,35,10.67,-119.2287672,46.69297582,18,m1026690,P1443,38.6,11.77,1ph-4_acsrxx4_acsr_A
P1447,l2766747,S3,l,3,3-phase,40,12.19,-119.2349709,46.69650362,18,m1026732,P1444,116.5,35.51,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1448,m1026734,S3,m,1,1-phase,35,10.67,-119.2359387,46.69608578,18,m1026732,P1444,221.3,67.45,1ph-2_acsrxx2_acsr_A
P1449,m1026701,S3,m,3,3-phase,40,12.19,-119.2273419,46.69419792,19,m1026697,P1445,200.7,61.17,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1450,l3216351,S3,l,1,1-phase,35,10.67,-119.2286358,46.69291592,19,n1140830,P1446,28.7,8.75,1ph-4_acsrxx4_acsr_A
P1451,l2858163,S3,l,3,3-phase,40,12.19,-119.2358314,46.69869482,19,l2766747,P1447,529.4,161.36,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1452,l3065696,S3,l,1,1-phase,35,10.67,-119.2370447,46.69582492,19,m1026734,P1448,220.1,67.09,1ph-2_acsrxx2_acsr_A
P1453,p827560,S3,p,1,1-phase,35,10.67,-119.2273777,46.6942654,20,m1026701,P1449,16.9,5.15,1ph-2_acsrxx2_acsr_A
P1454,m1026709,S3,m,3,3-phase,40,12.19,-119.2264713,46.69461526,20,m1026701,P1449,192.3,58.61,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1455,l2879081,S3,l,1,1-phase,35,10.67,-119.2284033,46.6925066,20,l3216351,P1450,104.0,31.7,1ph-4_acsrxx4_acsr_A
P1456,l3216346,S3,l,3,3-phase,40,12.19,-119.2372363,46.70016138,20,l2858163,P1451,431.0,131.37,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1457,n1147866,S3,n,1,1-phase,35,10.67,-119.2274735,46.69444622,21,p827560,P1453,45.4,13.84,1ph-2_acsrxx2_acsr_A
P1458,p827561,S3,p,1,1-phase,35,10.67,-119.2264465,46.69453576,21,m1026709,P1454,18.9,5.76,1ph-xx2_acsr2_acsr_C
P1459,m1026708,S3,m,3,3-phase,40,12.19,-119.2264588,46.69461496,21,m1026709,P1454,2.4,0.73,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1460,m1026682,S3,m,1,1-phase,35,10.67,-119.2287926,46.69177162,21,l2879081,P1455,184.5,56.24,1ph-2_acsrxx2_acsr_A
P1461,m1026767,S3,m,3,3-phase,40,12.19,-119.237437,46.700769,21,l3216346,P1456,144.7,44.1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1462,m1026713,S3,m,1,1-phase,35,10.67,-119.2276847,46.69485906,22,n1147866,P1457,103.1,31.42,1ph-2_acsrxx2_acsr_A
P1463,m1026705,S3,m,1,1-phase,35,10.67,-119.2264173,46.69444234,22,p827561,P1458,22.2,6.77,1ph-xx2_acsr2_acsr_C
P1464,n1140828,S3,n,3,3-phase,40,12.19,-119.2262503,46.69461008,22,m1026708,P1459,39.9,12.16,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1465,l3066816,S3,l,1,1-phase,35,10.67,-119.2294538,46.69057944,22,m1026682,P1460,301.6,91.93,1ph-2_acsrxx2_acsr_A
P1466,m1009698,S3,m,3,3-phase,40,12.19,-119.2384826,46.7015245,22,m1026767,P1461,264.9,80.74,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1467,l3029500,S3,l,1,1-phase,35,10.67,-119.2349102,46.70061858,22,m1026767,P1461,485.1,147.86,1ph-2_acsrxx2_acsr_A
P1468,l2785530,S3,l,1,1-phase,35,10.67,-119.2286205,46.69488376,23,m1026713,P1462,179.3,54.65,1ph-2_acsrxx2_acsr_A
P1469,l2860504,S3,l,1,1-phase,35,10.67,-119.2274674,46.69491612,23,m1026713,P1462,43.6,13.29,1ph-2_acsrxx2_acsr_A
P1470,n1140829,S3,n,1,1-phase,35,10.67,-119.226387,46.69434536,23,m1026705,P1463,23.0,7.01,1ph-xx2_acsr2_acsr_C
P1471,l2710532,S3,l,1,1-phase,35,10.67,-119.2262392,46.69484464,23,m1026705,P1463,115.0,35.05,1ph-xx2_acsr2_acsr_C
P1472,m1026706,S3,m,3,3-phase,40,12.19,-119.2242075,46.69456226,23,n1140828,P1464,391.4,119.3,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1473,m1026667,S3,m,1,1-phase,35,10.67,-119.2307364,46.68921254,23,l3066816,P1465,398.5,121.46,1ph-2_acsrxx2_acsr_A
P1474,l3156034,S3,l,1,1-phase,35,10.67,-119.2381333,46.70086448,23,m1009698,P1466,165.6,50.47,1ph-2_acsrxx2_acsr_A
P1475,m1009705,S3,m,3,3-phase,40,12.19,-119.2383701,46.70219352,23,m1009698,P1466,155.1,47.27,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1476,m1026764,S3,m,1,1-phase,35,10.67,-119.233348,46.70066602,23,l3029500,P1467,299.4,91.26,1ph-2_acsrxx2_acsr_A
P1477,l2822868,S3,l,1,1-phase,35,10.67,-119.2305977,46.69493796,24,l2785530,P1468,378.9,115.49,1ph-2_acsrxx2_acsr_A
P1478,l2860493,S3,l,1,1-phase,35,10.67,-119.2275488,46.69789138,24,l2860504,P1469,683.7,208.39,1ph-2_acsrxx2_acsr_A
P1479,m1026703,S3,m,1,1-phase,35,10.67,-119.2263628,46.69426806,24,n1140829,P1470,18.3,5.58,1ph-xx2_acsr2_acsr_C
P1480,n1140825,S3,n,3,3-phase,40,12.19,-119.2241925,46.694778,24,m1026706,P1472,49.6,15.12,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1481,n1140822,S3,n,1,1-phase,35,10.67,-119.2241293,46.69441724,24,m1026706,P1472,36.5,11.13,1ph-xx2_acsr2_acsr_C
P1482,m1026700,S3,m,3,3-phase,40,12.19,-119.2228782,46.6940489,24,m1026706,P1472,280.5,85.5,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1483,m1026661,S3,m,1,1-phase,35,10.67,-119.23073,46.68842238,24,m1026667,P1473,181.4,55.29,1ph-2_acsrxx2_acsr_A
P1484,l3066821,S3,l,1,1-phase,35,10.67,-119.2391446,46.7007615,24,l3156034,P1474,195.1,59.47,1ph-2_acsrxx2_acsr_A
P1485,m1009715,S3,m,3,3-phase,40,12.19,-119.2383946,46.70334188,24,m1009705,P1475,263.7,80.38,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1486,l3178976,S3,l,1,1-phase,35,10.67,-119.2334541,46.70197088,24,m1026764,P1476,300.3,91.53,1ph-2_acsrxx2_acsr_A
P1487,l2766723,S3,l,1,1-phase,35,10.67,-119.2316052,46.69496082,25,l2822868,P1477,193.0,58.83,1ph-2_acsrxx2_acsr_A
P1488,l3085403,S3,l,1,1-phase,35,10.67,-119.2275509,46.6991434,25,l2860493,P1478,287.4,87.6,1ph-2_acsrxx2_acsr_A
P1489,l2973166,S3,l,1,1-phase,35,10.67,-119.2263948,46.69322472,25,m1026703,P1479,239.6,73.03,1ph-xx4_acsr4_acsr_C
P1490,l3216368,S3,l,3,3-phase,40,12.19,-119.2241723,46.69506912,25,n1140825,P1480,66.9,20.39,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1491,l2935560,S3,l,1,1-phase,35,10.67,-119.2238138,46.6938322,25,n1140822,P1481,147.3,44.9,1ph-xx2_acsr2_acsr_C
P1492,n1140819,S3,n,3,3-phase,40,12.19,-119.2224384,46.69393264,25,m1026700,P1482,88.4,26.94,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1493,n1140820,S3,n,1,1-phase,35,10.67,-119.2229788,46.69374404,25,m1026700,P1482,72.6,22.13,1ph-x4_acsrx4_acsr_B
P1494,n1140821,S3,n,1,1-phase,35,10.67,-119.2230691,46.69405536,25,m1026700,P1482,36.6,11.16,1ph-xx4_acsr2_acsr_C
P1495,n1140823,S3,n,3,3-phase,40,12.19,-119.2228921,46.69457762,25,m1026700,P1482,121.4,37.0,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1496,m1009691,S3,m,1,1-phase,35,10.67,-119.2402316,46.7007896,25,l3066821,P1484,208.3,63.49,1ph-2_acsrxx2_acsr_A
P1497,l3010563,S3,l,1,1-phase,35,10.67,-119.2386173,46.70262986,25,m1009715,P1485,168.9,51.48,1ph-2_acsrxx1/0_tpx_A
P1498,m1009720,S3,m,3,3-phase,40,12.19,-119.2383667,46.70374816,25,m1009715,P1485,93.7,28.56,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1499,m1026779,S3,m,1,1-phase,35,10.67,-119.2335541,46.70326252,25,l3178976,P1486,297.1,90.56,1ph-2_acsrxx2_acsr_A
P1500,l3122822,S3,l,1,1-phase,35,10.67,-119.231095,46.69565804,26,l2766723,P1487,187.5,57.15,1ph-4_acsrxx4_acsr_A
P1501,n1140827,S3,n,3,3-phase,40,12.19,-119.2241606,46.6954648,26,l3216368,P1490,90.9,27.71,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1502,l2973167,S3,l,3,3-phase,40,12.19,-119.2213116,46.69363492,26,n1140819,P1492,226.3,68.98,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1503,l3189189,S3,l,1,1-phase,35,10.67,-119.2231667,46.69317414,26,n1140820,P1493,135.7,41.36,1ph-x4_acsrx4_acsr_B
P1504,l3189188,S3,l,1,1-phase,35,10.67,-119.2233405,46.69406458,26,n1140821,P1494,52.0,15.85,1ph-xx4_acsr2_acsr_C
P1505,l2851933,S3,l,3,3-phase,40,12.19,-119.2229147,46.69544142,26,n1140823,P1495,198.4,60.47,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1506,l2748140,S3,l,1,1-phase,35,10.67,-119.2403575,46.70120528,26,m1009691,P1496,98.4,29.99,1ph-4_acsrxx4_acsr_A
P1507,l2841623,S3,l,1,1-phase,35,10.67,-119.2396714,46.70262964,26,l3010563,P1497,201.9,61.54,1ph-2_acsrxx2_acsr_A
P1508,l3178982,S3,l,1,1-phase,35,10.67,-119.2400272,46.70382038,26,m1009720,P1498,319.3,97.32,1ph-2_acsrxx2_acsr_A
P1509,m1009724,S3,m,3,3-phase,40,12.19,-119.2384707,46.70439314,26,m1009720,P1498,149.4,45.54,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1510,l2973169,S3,l,1,1-phase,35,10.67,-119.2348698,46.70397018,26,m1026779,P1499,299.8,91.38,1ph-2_acsrxx2_acsr_A
P1511,m1026726,S3,m,3,3-phase,40,12.19,-119.2241533,46.69571152,27,n1140827,P1501,56.7,17.28,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1512,n1140818,S3,n,3,3-phase,40,12.19,-119.221133,46.69360124,27,l2973167,P1502,35.1,10.7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1513,l3207907,S3,l,3,3-phase,40,12.19,-119.2230151,46.69576846,27,l2851933,P1505,77.5,23.62,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1514,l3066817,S3,l,1,1-phase,35,10.67,-119.2339728,46.68724932,27,221-240991,,660.4,201.29,1p_1/0_axnj_db_A
P1515,l3141412,S3,l,1,1-phase,35,10.67,-119.2416435,46.70088888,27,l2748140,P1506,256.8,78.27,1ph-4_acsrxx4_acsr_A
P1516,m1009726,S3,m,3,3-phase,40,12.19,-119.2384245,46.70543194,27,m1009724,P1509,238.6,72.73,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1517,l2814529,S3,l,3,3-phase,40,12.19,-119.2236733,46.696111,28,m1026726,P1511,129.8,39.56,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1518,l2916610,S3,l,1,1-phase,35,10.67,-119.22414,46.69665194,28,m1026726,P1511,215.9,65.81,1ph-x4_acsrx4_dpx_B
P1519,l2876847,S3,l,1,1-phase,35,10.67,-119.2253938,46.69582974,28,m1026726,P1511,239.1,72.88,1ph-x4_acsrx4_acsr_B
P1520,m1026695,S3,m,3,3-phase,40,12.19,-119.2200767,46.693402,28,n1140818,P1512,207.4,63.22,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1521,m3037441,S3,m,3,3-phase,40,12.19,-119.2230254,46.695802,28,l3207907,P1513,8.0,2.44,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1522,l3101789,S3,l,1,1-phase,35,10.67,-119.2378077,46.70565054,28,m1009726,P1516,128.3,39.11,1ph-2_wpalxx2_wpal_A
P1523,p901972,S3,p,3,3-phase,40,12.19,-119.2388831,46.7066612,28,m1009726,P1516,295.6,90.1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1524,n1138594,S3,n,1,1-phase,35,10.67,-119.2200522,46.69313232,29,m1026695,P1520,62.1,18.93,1ph-4_acsrxx4_acsr_A
P1525,n1139551,S3,n,3,3-phase,40,12.19,-119.2197208,46.69352872,29,m1026695,P1520,74.1,22.59,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1526,n1140824,S3,n,1,1-phase,35,10.67,-119.2224922,46.69593264,29,m3037441,P1521,106.4,32.43,1ph-2_acsrxx2_acsr_A
P1527,m1009742,S3,m,3,3-phase,40,12.19,-119.2388465,46.70682942,29,p901972,P1523,39.3,11.98,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1528,m1026702,S3,m,3,3-phase,40,12.19,-119.2176905,46.69424732,30,n1139551,P1525,422.4,128.75,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1529,l3226771,S3,l,1,1-phase,35,10.67,-119.2207373,46.69705216,30,n1140824,P1526,653.6,199.22,1ph-2_acsrxx2_acsr_A
P1530,n1147857,S3,n,3,3-phase,40,12.19,-119.2384666,46.70754484,30,m1009742,P1527,179.6,54.74,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1531,m1026679,S3,m,1,1-phase,35,10.67,-119.2198702,46.69113282,31,d5774470-2_int,,460.4,140.33,1ph-4_acsrxx4_acsr_A
P1532,n1139552,S3,n,3,3-phase,40,12.19,-119.2167039,46.69519212,31,m1026702,P1528,287.7,87.69,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1533,l2729414,S3,l,3,3-phase,40,12.19,-119.2174433,46.6935647,31,m1026702,P1528,163.7,49.9,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1534,l3189190,S3,l,1,1-phase,35,10.67,-119.2219327,46.69852938,31,l3226771,P1529,531.1,161.88,1ph-2_acsrxx2_acsr_A
P1535,m1009770,S3,m,3,3-phase,40,12.19,-119.2384108,46.70764996,31,n1147857,P1530,26.4,8.05,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1536,p827537,S3,p,1,1-phase,35,10.67,-119.2198347,46.69100924,32,m1026679,P1531,29.2,8.9,1ph-4_acsrxx4_acsr_A
P1537,m1009784,S3,m,3,3-phase,40,12.19,-119.2383392,46.70851692,32,m1009770,P1535,199.5,60.81,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1538,l2689691,S3,l,3,3-phase,40,12.19,-119.2393629,46.70759942,32,m1009770,P1535,182.7,55.69,3ph_h-4_acsr4_acsr4_acsr4_tpx_ABC
P1539,m1009771,S3,m,1,1-phase,35,10.67,-119.2382636,46.70765152,32,m1009770,P1535,28.2,8.6,1ph-x4_acsrx4_acsr_B
P1540,l3122827,S3,l,1,1-phase,35,10.67,-119.2195569,46.69004008,33,p827537,P1536,228.8,69.74,1ph-4_acsrxx4_acsr_A
P1541,m1026724,S3,m,3,3-phase,40,12.19,-119.2162794,46.69559526,33,r18243,,21.6,6.58,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1542,m1009763,S3,m,3,3-phase,40,12.19,-119.240763,46.70739112,33,l2689691,P1538,272.9,83.18,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1543,l2914323,S3,l,1,1-phase,35,10.67,-119.2369847,46.70766512,33,m1009771,P1539,244.9,74.65,1ph-x4_acsrx4_acsr_B
P1544,l2954355,S3,l,1,1-phase,35,10.67,-119.220065,46.68931934,34,l3122827,P1540,192.0,58.52,1ph-4_acsrxx4_acsr_A
P1545,m1026744,S3,m,3,3-phase,40,12.19,-119.2150182,46.6977597,34,m1026724,P1541,552.5,168.4,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1546,m1009805,S3,m,3,3-phase,40,12.19,-119.2378258,46.71204998,34,d5621886-1_int,,0.0,0.0,
P1547,e182733,S3,e,3,3-phase,40,12.19,-119.2419282,46.70671908,34,m1009763,P1542,271.3,82.69,3ph_h-4_acsr4_acsr4_acsr4_acsr_ABC
P1548,l2673322,S3,l,1,1-phase,35,10.67,-119.240596,46.70782934,34,m1009763,P1542,105.6,32.19,1ph-x4_acsrx4_acsr_B
P1549,l2766730,S3,l,1,1-phase,35,10.67,-119.2407773,46.70703554,34,m1009763,P1542,81.7,24.9,1ph-x4_acsrx4_acsr_B
P1550,m1026665,S3,m,1,1-phase,35,10.67,-119.2202287,46.68900768,35,l2954355,P1544,78.1,23.8,1ph-4_acsrxx4_acsr_A
P1551,m1026760,S3,m,3,3-phase,40,12.19,-119.2142073,46.69925962,35,m1026744,P1545,377.7,115.12,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1552,n1140817,S3,n,3,3-phase,40,12.19,-119.2145376,46.69762906,35,m1026744,P1545,96.9,29.54,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1553,m1009807,S3,m,3,3-phase,40,12.19,-119.237673,46.71292178,35,m1009805,P1546,202.3,61.66,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1554,l2859391,S3,l,1,1-phase,35,10.67,-119.2412941,46.70822786,35,l2673322,P1548,162.0,49.38,1ph-x2_acsrx2_acsr_B
P1555,m1026660,S3,m,1,1-phase,35,10.67,-119.2193665,46.68802872,36,m1026665,P1550,278.9,85.01,1ph-4_acsrxx4_acsr_A
P1556,l3232933,S3,l,1,1-phase,35,10.67,-119.2213704,46.6871588,36,m1026665,P1550,477.5,145.54,1ph-4_acsrxx4_wpal_A
P1557,e182732,S3,e,3,3-phase,40,12.19,-119.2141358,46.69937644,36,m1026760,P1551,30.1,9.17,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1558,l3235258,S3,l,3,3-phase,40,12.19,-119.2142851,46.69754808,36,n1140817,P1552,51.8,15.79,3ph_h-2_acsr2_acsr2_acsr2_acsr_ABC
P1559,m1026824,S3,m,3,3-phase,40,12.19,-119.2372769,46.71560456,36,m1009807,P1553,623.8,190.13,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1560,l2673323,S3,l,1,1-phase,35,10.67,-119.239353,46.71321898,36,m1009807,P1553,328.9,100.25,1ph-xx4_wpal4_acsr_C
P1561,l3160106,S3,l,1,1-phase,35,10.67,-119.2136007,46.68736022,37,m1026660,P1555,1114.9,339.82,1ph-4_acsrxx4_acsr_A
P1562,m1026657,S3,m,1,1-phase,35,10.67,-119.2184115,46.68685318,37,m1026660,P1555,326.0,99.36,1ph-4_acsrxx4_acsr_A
P1563,m1026829,S3,m,3,3-phase,40,12.19,-119.2370358,46.7175529,37,m1026824,P1559,449.7,137.07,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1564,p859694,S3,p,1,1-phase,35,10.67,-119.2373872,46.71563332,37,m1026824,P1559,22.1,6.74,1ph-xx4_acsr1/0_acsr_C
P1565,m1009809,S3,m,1,1-phase,35,10.67,-119.2405566,46.71341182,37,l2673323,P1560,234.7,71.54,1ph-xx4_acsr4_wpal_C
P1566,m1026656,S3,m,1,1-phase,35,10.67,-119.2183554,46.68678118,38,m1026657,P1562,19.7,6.0,1ph-4_acsrxx4_acsr_A
P1567,l2841633,S3,l,3,3-phase,40,12.19,-119.2133055,46.70073276,38,d5534970-1_int,,349.6,106.56,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1568,n1147859,S3,n,1,1-phase,35,10.67,-119.2372144,46.7175548,38,m1026829,P1563,34.2,10.42,1ph-x4_acsrx4_acsr_B
P1569,m1026834,S3,m,3,3-phase,40,12.19,-119.237049,46.71832454,38,m1026829,P1563,177.2,54.01,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1570,l2746587,S3,l,1,1-phase,35,10.67,-119.2376538,46.71569208,38,p859694,P1564,52.8,16.09,1ph-xx4_acsr4_acsr_C
P1571,l2710525,S3,l,1,1-phase,35,10.67,-119.2420276,46.71381226,38,m1009809,P1565,296.3,90.31,1ph-xx4_acsr4_wpal_C
P1572,l2729428,S3,l,1,1-phase,35,10.67,-119.2166591,46.68452172,39,m1026656,P1566,612.1,186.57,1ph-4_acsrxx4_acsr_A
P1573,m1026769,S3,m,3,3-phase,40,12.19,-119.2132318,46.70083834,39,l2841633,P1567,28.1,8.56,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1574,p827573,S3,p,1,1-phase,35,10.67,-119.2373304,46.71755608,39,n1147859,P1568,22.2,6.77,1ph-x4_acsrx4_acsr_B
P1575,n1147860,S3,n,1,1-phase,35,10.67,-119.2372018,46.71832454,39,m1026834,P1569,29.3,8.93,1ph-xx2_acsr2_acsr_C
P1576,l2876814,S3,l,3,3-phase,40,12.19,-119.2370686,46.71946568,39,m1026834,P1569,262.0,79.86,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1577,n1147858,S3,n,1,1-phase,35,10.67,-119.2380318,46.71577536,39,l2746587,P1570,74.9,22.83,1ph-xx4_acsr4_acsr_C
